5, 1.0000, 2, 0.041
5, 1.0000, 2, 0.135
5, 0.8000, 2, 0.097
5, 1.0000, 2, 0.124
5, 0.8333, 2, 0.084
10, 0.7273, 2, 0.082
10, 0.7500, 2, 0.062
10, 0.9091, 2, 0.084
10, 0.8333, 2, 0.063
10, 1.0000, 2, 0.083
15, 0.8182, 2, 0.116
15, 0.9583, 2, 0.094
15, 0.9524, 2, 0.139
15, 0.9130, 2, 0.120
15, 0.8750, 2, 0.090
20, 0.8889, 2, 0.113
20, 0.9167, 2, 0.071
20, 0.7250, 2, 0.103
20, 0.9231, 2, 0.082
20, 0.9714, 2, 0.103
50, 0.9145, 2, 0.097
50, 0.9084, 2, 0.086
50, 0.9328, 2, 0.087
50, 0.9067, 2, 0.101
50, 0.9407, 2, 0.095
35, 0.8974, 2, 0.098
35, 0.9577, 2, 0.095
35, 0.9315, 2, 0.092
35, 0.9375, 2, 0.079
35, 0.8974, 2, 0.102
