5, 1.0000, 2
5, 0.8000, 2
5, 1.0000, 3
5, 1.0000, 3
5, 0.8000, 2
5, 0.8000, 2
5, 1.0000, 2
5, 0.7500, 3
5, 0.8000, 2
5, 0.8000, 2
10, 1.0000, 3
10, 1.0000, 2
10, 0.8182, 2
10, 1.0000, 2
10, 0.9091, 3
10, 0.9167, 2
10, 0.8462, 2
10, 1.0000, 3
10, 0.9167, 2
10, 0.9000, 2
15, 0.9600, 3
15, 1.0000, 3
15, 0.8947, 3
15, 1.0000, 3
15, 0.8000, 2
15, 0.9545, 3
15, 1.0000, 3
15, 0.7391, 3
15, 0.9130, 2
15, 0.9130, 2
20, 0.9189, 3
20, 0.9318, 3
20, 0.9143, 3
20, 0.9722, 2
20, 0.8889, 3
20, 0.9189, 3
20, 0.9677, 2
20, 0.9756, 3
20, 0.9744, 3
20, 0.9394, 3
50, 0.9496, 3
