5, 1.0000, 2, 0.041
5, 1.0000, 2, 0.135
5, 0.8000, 2, 0.097
5, 1.0000, 2, 0.124
5, 0.8333, 2, 0.084
10, 0.7273, 2, 0.082
10, 0.7500, 2, 0.067
10, 0.9091, 2, 0.084
10, 0.8333, 3, 0.080
10, 1.0000, 2, 0.083
15, 0.8182, 2, 0.110
15, 0.9583, 3, 0.094
15, 0.9524, 2, 0.139
15, 0.9130, 2, 0.107
15, 0.8750, 2, 0.090
20, 0.9444, 2, 0.108
20, 0.9167, 3, 0.071
20, 0.7750, 2, 0.094
20, 0.9231, 3, 0.098
20, 0.9714, 2, 0.103
50, 0.9145, 3, 0.094
50, 0.8855, 5, 0.088
50, 0.9627, 2, 0.084
50, 0.9067, 3, 0.095
50, 0.9407, 2, 0.094
35, 0.8974, 5, 0.098
35, 0.9577, 2, 0.095
35, 0.9041, 2, 0.083
35, 0.9375, 3, 0.075
35, 0.8974, 2, 0.099
