5, 1.0000, 2
5, 1.0000, 2
5, 0.8333, 3
5, 0.5000, 3
5, 0.8333, 3
5, 1.0000, 2
5, 1.0000, 2
5, 1.0000, 2
5, 0.8000, 2
5, 1.0000, 2
10, 0.9167, 2
10, 0.9167, 2
10, 0.6923, 4
10, 0.8462, 2
10, 0.9167, 2
10, 0.8182, 3
10, 0.9231, 2
10, 0.8182, 3
10, 1.0000, 2
10, 0.5833, 3
15, 0.6957, 2
15, 0.3478, 3
15, 0.5000, 3
15, 0.5000, 3
15, 0.9583, 3
15, 0.5000, 5
15, 0.5455, 4
15, 0.7826, 3
15, 0.4348, 4
15, 0.9545, 2
20, 0.5238, 3
20, 0.8205, 5
20, 0.4595, 2
20, 0.3333, 3
20, 0.4872, 2
20, 0.5000, 5
20, 0.5806, 3
20, 0.6190, 3
20, 0.5588, 3
20, 0.4634, 4
50, 0.5357, 3
50, 0.5447, 5
50, 0.5873, 3
50, 0.4571, 2
50, 0.6107, 2
50, 0.4921, 3
50, 0.5242, 3
50, 0.5315, 3
50, 0.4745, 2
50, 0.6168, 3
