5, 1.0000, 2, 0.066
5, 1.0000, 2, 0.079
5, 1.0000, 2, 0.094
5, 1.0000, 2, 0.096
5, 1.0000, 2, 0.104
5, 1.0000, 2, 0.050
5, 0.8000, 2, 0.053
5, 0.7500, 2, 0.055
5, 1.0000, 2, 0.035
5, 0.8333, 2, 0.085
10, 1.0000, 2, 0.079
10, 0.7500, 2, 0.059
10, 0.7500, 2, 0.061
10, 1.0000, 2, 0.070
10, 1.0000, 2, 0.027
10, 0.8462, 2, 0.029
10, 0.8462, 2, 0.070
10, 0.7000, 2, 0.050
10, 1.0000, 2, 0.046
10, 0.8182, 2, 0.041
10, 0.9167, 2, 0.087
10, 0.9231, 2, 0.082
10, 0.7273, 2, 0.076
10, 0.8182, 2, 0.101
10, 1.0000, 2, 0.062
10, 0.9091, 2, 0.081
10, 0.9167, 2, 0.095
10, 0.8462, 2, 0.050
